-250,-20.4523193551,-20.6524174
-250,-20.4765549845,-19.8318555824
-250,21.0827774511,-20.3604125365
-250,-19.8092250273,-21.0036186369
-250,-20.1749993557,-19.2961885453
-240,-19.2876374647,-19.2453815952
-240,-19.2926376229,-19.5892916342
-240,-19.2137906066,-19.1753728223
-240,-19.3659423002,-19.2375615856
-240,-19.3034518615,-19.5051261412
-230,-18.9665227609,-18.845530082
-230,-18.845628691,-18.7558697022
-230,-18.8681545969,-18.6642184196
-230,-18.8420794165,-18.9030154656
-230,-18.734367907,-18.6650010568
-220,-17.9811984319,-18.3991708263
-220,-18.0141208852,-17.9559503888
-220,-18.0797038936,-17.9043451541
-220,-17.5887052005,-18.1926963753
-220,-18.614154201,-18.0568390027
-210,-17.5779949919,-17.1686048471
-210,-17.3749802167,-17.5603790093
-210,-17.5924751724,-17.4989715251
-210,-17.371529154,-17.1241675231
-210,-17.3964438716,-17.4534381384
-200,-16.477510516,-16.6919001578
-200,-16.7164445103,-16.7290038006
-200,-16.7033071787,-16.4445863454
-200,-16.6084627625,-16.6866859298
-200,-16.8519919343,-16.8848250026
-190,-15.7697772118,-15.9922708157
-190,-15.9026457306,-15.9341818143
-190,-15.9457235264,-15.6569284798
-190,-15.6726396778,-15.900303626
-190,-15.9589607269,-16.0638884612
-180,-15.0202888562,-15.0361783019
-180,-15.0114446276,-15.2750376395
-180,-15.2329628017,-15.3175742362
-180,-15.1272994573,-15.0825910231
-180,-15.1509123703,-15.052102264
-170,-14.2188923506,-14.5433973521
-170,-14.1960726496,-14.5414145482
-170,-14.2430972145,-14.2170220325
-170,-14.2364454122,-14.2886585775
-170,-14.2514455744,-14.4627891101
-160,-13.1890677936,-13.7683929758
-160,-13.3769789178,-13.7070675687
-160,-13.3077381882,-13.4883918119
-160,-13.3537392659,-13.3532317955
-160,-13.3049396021,-13.6597187738
-150,-12.8000904334,-12.9213578478
-150,-12.7375097653,-12.9009272755
-150,-12.8354629994,-12.7447403054
-150,-12.8610148631,-12.9010256675
-150,-12.8064814995,-12.7781173713
-140,-11.6940614932,-12.2825512099
-140,-11.679200521,-12.1592066852
-140,-11.7060958396,-11.8534797963
-140,-11.7024876979,-11.6741891467
-140,-11.6443320407,-12.062991173
-130,-10.8939746293,-11.2340454728
-130,-11.0291060108,-11.4030534896
-130,-10.9593713324,-11.0188863312
-130,-10.7981955035,-10.9083846111
-130,-10.8705973958,-10.8760757059
-120,-10.0537550239,-10.0869238389
-120,-9.9314779455,-10.0106598244
-120,-10.019794497,-10.2878515958
-120,-10.0352746969,-10.499674393
-120,-10.1943824122,-10.2891369234
-110,-9.1120786079,-9.3326510898
-110,-9.0636757351,-9.362005666
-110,-9.1491540413,-9.6115168724
-110,-8.6073925349,-9.5356634265
-110,-9.5269786328,-9.323764315
-100,-8.4138027581,-8.2839096064
-100,-8.230881065,-8.2326238032
-100,-8.1851189598,-8.2608241031
-100,-8.1569337483,-8.6882276116
-100,-8.2712814259,-8.6886648204
-90,-7.3351933518,-7.6033175794
-90,-7.4325814941,-7.8052603641
-90,-7.3352392894,-7.7902224251
-90,-7.3011491903,-7.6910191323
-90,-7.2469422122,-7.401276493
-80,-6.078709237,-6.6393279508
-80,-6.5894311757,-6.8455267091
-80,-6.4463699725,-6.9700253532
-80,-6.3906412069,-6.85214791
-80,-6.4192277399,-6.6562103284
-70,-5.5030645772,-5.5381282205
-70,-5.386154524,-5.5448299394
-70,-5.5158033837,-5.356663219
-70,-5.3409374469,-5.6482728346
-70,-5.1104179788,-5.6108609991
-60,-4.4397828874,-4.929272104
-60,-4.7440929309,-4.8884502126
-60,-4.5678610704,-5.1158348092
-60,-4.6758432744,-4.9715758404
-60,-4.7925326395,-4.9442826227
-50,-3.454881495,-3.4487391218
-50,-3.2942697846,-3.3669528989
-50,-3.4944073065,-3.6520100492
-50,-3.4906104828,-3.937838334
-50,-3.5822185575,-3.8853891931
-40,-1.848409621,-1.9764277852
-40,-1.9810477941,-2.2128355319
-40,-2.1372808831,-2.4382168993
-40,-2.2187831545,-2.2915925457
-40,-2.0515548123,-2.2842116397
-30,0,0
-30,0,0
-30,0,0
-30,0,0
-30,0,0
-20,0,0
-20,0,0
-20,0,0
-20,0,0
-20,0,0
-10,0,0
-10,0,0
-10,0,0
-10,0,0
-10,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
10,0,0
10,0,0
10,0,0
10,0,0
10,0,0
20,0,0
20,0,0
20,0,0
20,0,0
20,0,0
30,0,0
30,0,0
30,0,0
30,0,0
30,0,0
40,2.0899448022,2.3342591529
40,2.153657122,2.3000812732
40,2.1440504951,2.3692266577
40,2.1493724702,2.5205961825
40,2.3701759911,2.5155806953
50,3.6937724983,4.0838937717
50,3.8341438885,4.1382455705
50,3.826388008,4.2117933612
50,3.910260144,4.0556109116
50,3.7236751966,3.8652628188
60,4.7866612149,4.9205746797
60,4.8164906729,5.1314458185
60,4.7834298541,5.0036172941
60,4.7233264629,4.8604976548
60,4.8595652257,4.8665143003
70,5.6184038074,5.8331791796
70,5.4913702628,6.0242074155
70,5.6369782285,6.0352827515
70,5.4785654974,5.9319577464
70,5.6084205605,5.8461085611
80,6.3654238634,6.7731124067
80,6.3974671931,6.784397807
80,6.426405983,6.9475151376
80,6.4080006554,6.8657269124
80,6.3998974791,6.8613176622
90,7.3794772812,7.8605470178
90,7.421447103,7.8175317367
