-110,-7.8635616324,-7.9483758966
-110,-7.7372035038,-7.952887168
-100,-7.0283694228,-7.4157116973
-100,-7.032993342,-7.6537228233
-100,-7.1812724768,-7.4239429633
-100,-7.0906066902,-7.316567239
-90,-6.3287251488,-6.4811682935
-90,-6.5122802528,-6.359660259
-90,-6.3335189629,-6.4819784817
-90,-6.3528666974,-6.497727266
-80,-5.4379904392,-5.6019186305
-80,-5.5254696307,-5.6614365408
-80,-5.4999847162,-5.8918573497
-80,-5.5091924296,-5.8138103581
-70,-4.7271695946,-4.7181031706
-70,-4.8017722065,-4.7251354262
-70,-4.795414624,-4.6426804034
-70,-4.7086236292,-4.7842548229
-60,-4.0585169482,-4.4399019638
-60,-4.1965383301,-4.4941526504
-60,-4.0412060691,-4.5095671264
-60,-3.9793986502,-4.331764566
-50,-3.046259768,-3.1980626119
-50,-2.7479277885,-3.1357805544
-50,-2.9031938382,-3.1319357412
-50,-2.9743217896,-3.0533910637
-40,-1.6798292755,-1.7561607281
-40,-1.8322479884,-1.8321651899
-40,-1.9034536056,-2.132910681
-40,-1.8206467954,-2.1259348301
-30,0,0
-30,0,0
-30,0,0
-30,0,0
-20,0,0
-20,0,0
-20,0,0
-20,0,0
-10,0,0
-10,0,0
-10,0,0
-10,0,0
0,0,0
0,0,0
0,0,0
0,0,0
10,0,0
10,0,0
10,0,0
10,0,0
20,0,0
20,0,0
20,0,0
20,0,0
30,0,0
30,0,0
30,0,0
30,0,0
40,1.8977296355,2.049353208
40,1.9848628714,1.9808759793
40,1.9052568722,1.9083660982
40,1.6764544272,1.6743716081
50,3.292333003,3.3620685908
50,3.1992273105,3.354864521
50,3.1949940918,3.4268699276
50,3.2842618568,3.5116743613
60,4.1924453116,4.4181644626
60,4.3417106088,4.4957821672
60,4.1975518933,4.5808827239
60,4.1977634179,4.5738862788
70,4.9675188447,5.3394997637
70,4.9486962885,5.184070686
70,4.8880166961,5.1858438918
70,5.0160832284,5.3365433532
80,5.7309946666,5.9508547787
80,5.5618060187,6.0331210722
80,5.8048226396,6.114262973
80,5.7877731357,6.1664841849
90,6.5613470192,6.8023187776
90,6.7186279951,6.7830086954
90,6.7003076829,6.8522904421
90,6.6882961399,6.9824262557
100,7.1580278419,7.6101207077
100,7.2266221578,7.6048633523
100,7.2485055368,7.6190114751
100,7.3923453583,7.5569196141
110,7.973882117,8.4457560247
110,8.0841102418,8.3670591428
110,8.0570538067,8.3796407502
110,8.0654982,8.2847395415
120,8.8768781563,8.7157780512
120,8.7564367906,9.5299552297
120,8.9315414002,9.2377120596
120,8.8900708531,9.184884446
130,9.6226555988,9.9253308676
130,9.6073121695,9.878728073
130,9.5284336256,9.9353834314
130,9.5258711521,9.8249032293
140,10.1190482351,10.3946268881
140,10.1659174182,10.7016733912
140,9.9660917429,10.3980026867
140,10.0377592005,10.5095961996
150,10.8709952877,11.3161713838
150,10.7642885433,11.3031455184
150,10.921586341,11.3692383439
150,10.9239987255,11.3267597574
160,11.5790336817,12.1554607153
160,11.6320371428,12.0083723546
160,11.5903770281,12.0216866592
160,11.7233927624,12.0549237543
170,12.4116400112,12.8363114715
170,12.423084577,12.8394365389
170,12.4143684914,12.8730369367
170,12.4681413174,12.7356280104
180,12.8842311017,13.40735544
180,12.7934879451,13.3974467535
180,12.8446458537,13.3632307932
180,12.8733492252,13.5977993061
190,13.7651156774,14.0145915087
190,13.7697139515,14.1401248486
190,13.6962239257,14.1220860756
190,13.8134664078,14.111426259
200,14.4612338091,14.8615451154
200,14.4845765568,14.8754057763
200,14.5600618109,14.732381447
200,14.4905875685,14.8308812952
210,15.0870027506,15.8608622093
210,15.1213425847,14.6297804838
210,14.8019213476,16.3360059047
210,15.9862634646,15.5511569956
220,15.656955705,16.1188517653
220,15.6780603848,16.044063754
220,15.6999976544,16.0669309193
220,15.7076363138,16.0904114201
230,16.1683327792,16.5959578088
230,16.1462406033,16.5500349621
230,15.9616601058,16.6291014337
230,16.5003822213,16.5470013351
240,16.7178475082,17.1134315106
240,16.7900617029,17.0819197636
240,16.7869115209,16.9880823313
240,16.6565829929,17.1249969242
250,17.4570610792,17.5610924008
250,17.3941676684,17.6652625426
250,17.3747077145,17.5934149168
250,17.4124392027,17.6897788504
